"","Razo Social","NomeDeFantasia","logradouro","Bairro","Telefone","lat","lon","TipoDaUnidade","TipoDeEstablecimento"
"2399","ASSOCIACAO BENEFIC INSTITUTO BRASILEIRO DE REEDUCACAO MOTORA","IBRM","RUA ERNESTO DE SOUZA","ANDARAI","2268-7814",-22.9297049,-43.2510987,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2400","INSTITUTO DE RADIOLOGIA ORAL LTDA","IBRO BARRA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","(21)2494-8450",-23.0038509,-43.3217863,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2401","IBRO-INSTITUTO BRASILEIRO DE RADIOLOGIA ORAL DE BOTAFOGO LTD","IBRO NORTE SHOPPING","AVENIDA DOM HELDER CAMRARA","CACHAMBI","(21)3111-6529",-22.8866401,-43.3034231,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2402","IBRO INSTITUTO BRASILEIRO DE RADIOLOGIA ORAL DE BOTAFOGO LTD","IBRO-BOTAFOGO","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","(21)2535-1528",-22.9526989,-43.1883571,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2403","ICRO INSTITUTO DE REABILITACAO ORAL LTDA","ICRO INSTITUTO DE REABILITACAO ORAL","AVENIDA CESARIO DE MELO","CAMPO GRANDE","24135539",-22.9054133,-43.5577163,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2404","IDEALDENT CLINICA ODONTOLOGICA LTDA ME","IDEALDENT CLNICA ODONTOLOGICA","AVENIDA NELSON CARDOSO","TAQUARA","24232492",-22.920792,-43.3691178,"22","CONSULTORIO ISOLADO"
"2405","NUCLEO ODONTOLOGICO DO JARDIM BOTANICO LTDA - ME","IDEALIS ODONTOLOGIA","RUA JARDIM BOTANICO","JARDIM BOTANICO","22742847",-22.9650502,-43.2184875,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2406","INSTITUTO DE DERMATOLOGIA E ESTETICA DO BRASIL LTDA","IDERJ INSTITUTO DE DERMATOLOGIA E ESTETICA DO BRASIL","AV ALEXANDRE FERREIRA","LAGOA","21 25484171",-22.9619498,-43.2073927,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2407","IDERME INSTITUTO DE DERMATOLOGIA E MEDICINA ESTETICA LTDA","IDERME INSTITUTO DE DERMATOLOGIA E MEDICINA ESTETICA","AV. RIO BRANCO","CENTRO","25323357",-22.9059583,-43.1773198,"22","CONSULTORIO ISOLADO"
"2408","IDPRO INST DE DESENVOLV PESQ E REAB ORAL LTDA","IDPRO INST DE DESENVOLV PESQ E REAB ORAL","ESTRADA GUANDU DO SAPE","CAMPO GRANDE","21 2416-1006",-22.8852406,-43.5614522,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2409","INSTITUTO DE DIAGNOSTICO E TERAPIA OCULAR DE BOTAFOGO LTDA","IDTO INSTITUTO DE DIAGNOSTICO E TERAPIA OCULAR","RUA DEZENOVE DE FEVEREIRO","BOTAFOGO","21-32395757",-22.9512825,-43.187328,"62","HOSPITAL/DIA - ISOLADO"
"2410","IEP-INSTITUTO DE ESPECIALIDADES PEDIATRICAS","IEP-INSTITUTO DE ESPECIALIDADES PEDIATRICAS","RUA ADOLFO MOTA","TIJUCA","3978 6220",-22.9196624,-43.2329955,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2411","IESB CLINICA ODONTOLOGICA LTDA","IESB CLINICA ODONTOLOGICA LTDA","ESTRADA INTENDENTE MAGALAES","BENTO RIBEIRO","2124522286",-22.8774328,-43.364516,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2412","IGBS SERV MEDICOS ULTRASONOGRAFICOS LTDA","IGBS SERV MEDICOS ULTRASONOGRAFICOS","RUA MAL MASCARENHAS DE MORAIS","COPACABANA","(21)22602124",-22.9651805,-43.1823638,"22","CONSULTORIO ISOLADO"
"2413","PS ASSESSORIA EM PSICOLOGIA S/C LTDA.","IGT INSTITUTO DE GESTALT E TERAPIA","RUA HADDOCK LOBO","TIJUCA","21 25671038",-22.9189315,-43.2146583,"22","CONSULTORIO ISOLADO"
"2414","IMAGE DIAGNOSTICOS ECOGRAFICOS LTDA","IMAGE DIAGNOSTICOS ECOGRAFICOS","AV RIO BRANCO","CENTRO","(21)22208622",-22.9073063,-43.176788,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2415","IMAGECENTER DIAGNOSTICOS POR IMAGEM LTDA","IMAGECENTER DIAGNOSTICOS POR IMAGEM LTDA","RUA CARLOS GOES","LEBLON","25129181",-22.9832487,-43.2199708,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2416","CLINICA DA IMAGEM AO DIAGNOSTICO MEDICO DA BARRA","IMAGEM DA BARRA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","24946804",-23.0038509,-43.3217863,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2417","IMAGEM E DIAGNOSTICOS LTDA.","IMAGEM E DIAGNOSTICOS- BARRA DA TIJUCA","AV LUIS CARLOS PRESTES","BARRA DA TIJUCA","",-22.9955056,-43.3617212,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2418","IMAGINIS - NUCLEO AVANCADO EM IMAGINOLOGIA ORAL LTDA","IMAGINIS","LARGO DO MACHADO","CATETE","2556-9344",-22.9306168,-43.1790666,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2419","IMMUNITA SERVICO DE VACINACAO E PROMOCAO DE SAUDE LTDA.","IMMUNITA","RUA CONDE DE BONFIM","TIJUCA","25680303",-22.9240306,-43.2325491,"22","CONSULTORIO ISOLADO"
"2420","IMUNOCENTER CLINICA DE VACINACAO LTDA ME","IMUNOCENTER","RUA REPUBLICA ARABE DA SIRIA","ILHA DO GOVERNADOR","22037722",-22.8056994,-43.2094794,"22","CONSULTORIO ISOLADO"
"2421","IMUNODERM CLINICA LTDA","IMUNODERM","RUA SOROCABA","BOTAFOGO","2122663540",-22.9526824,-43.1901729,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2422","IMUNODERM CLINICA LTDA","IMUNODERM FILIAL","ESTRADA DO GALEAO","ILHA DO GOVERNADOR","2133531641",-22.8058527,-43.211012,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2423","IMUNOLIFE DERMATOL PEDIATRIA E VACINACOES LTDA","IMUNOLIFE DERMATOL PEDIATRIA E VACINACOES","EST DO PORTELA","MADUREIRA","(21)22602124",-22.8726776,-43.3389441,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"2424","IN FOCO CENTRO DE TRAT DA ENDOMETRIOSE E ENDO GINECOLOGICA","IN FOCO CENTRO DE TRAT DA ENDOMETRIOSE E ENDO GINECOLOGICA","EST DO GALEAO","PORTUGUESA","3393-8697",-22.8043205,-43.2056974,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2425","IN MESTRA MEDICINA E SEGURANCA DO TRABALHO LTDA","IN MESTRA MEDICINA E SEGURANCA DO TRABALHO","EST DO PORTELA","MADUREIRA","(21)22602124",-22.8726776,-43.3389441,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"2426","INSTITUTO DA COLUNA VERTEBRAL DO RIO DE JANEIRO LTDA. INCOL","INCOL INSTITUTO DA COLUNA VERTEBRAL DO RIO DE JANEIRO","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","25761543",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2427","INFORT SERVICOS MEDICOS LTDA","INFORT SERVICOS MEDICOS","AVN DAS AMERICAS","BARRA DA TIJUCA","(21) 3325-8173",-23.000281,-43.3615336,"22","CONSULTORIO ISOLADO"
"2428","INSTITUTO FLUMINENSE DE UROLOGIA LTDA","INFU INSTITUTO FLUMINENSE DE UROLOGIA","RUA VIUVA DANTAS","CAMPO GRANDE","2124131813",-22.9033139,-43.5570527,"22","CONSULTORIO ISOLADO"
"2429","INSTITUTO FLUMINENSE DE UROLOGIA LTDA","INFU URGENCIA UROLOGICA","AVENIDA JORGE CURI","BARRA DA TIJUCA","21 7820-7092",-22.6574776,-51.0642222,"22","CONSULTORIO ISOLADO"
"2430","INNEURO INVESTIGACOES NEUROLOGICAS ESPECIALIZADAS LTDA","INNEURO INVESTIGACOES NEUROLOGICAS ESPECIALIZADAS","RUA SIQUEIRA CAMPOS","COPACABANA","(21)22354855",-22.9686901,-43.1848969,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2431","CLINICA OAL SERVICOS MEDICOS LTDA","INNOMED","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","(21) 2246-3180",-22.9558042,-43.1963851,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2432","CLINICA OAL SERVICOS MEDICOS LTDA.","INNOMED CENTRO","PRACA FLORIANO","CENTRO","(21) 2126-0181",-22.9090334,-43.1761817,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2433","INOAS INSTITUTO DE OLHOS ARISTIDES SAMPAIO LTDA","INOAS INSTITUTO DE OLHOS ARISTIDES SAMPAIO","RUA VIUVA DANTAS","CAMPO GRANDE","24135557",-22.9031646,-43.5564966,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2434","INOVASC SERVICOS MEDICOS LTDA.","INOVASC SERVICOS MEDICOS","AV ALFREDO BALTHAZAR DA SILVEIRA","RECREIO DOS BANDEIRANTES","",-23.0107988,-43.4423273,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2435","INSTITUTO METODISTA DE ACAO SOCIAL","INST METOD ACAO SOCIAL - ROCINHA","TRAV PALMAS","ROCINHA","(21)33225422",-22.8782111,-43.5779492,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"2436","INSTITUTO DE OLHOS SANTA LUZIA LTDA. FILIAL RECREIO","INST. DE OLHOS SANTA LUZIA FILIAL RECREIO","AV. DAS AMERICAS","RECREIO DOS BANDEIRANTES","2401-8374",-23.0160819,-43.5165426,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2437","ASSOCIACAO CIENTIFICA LIGANDO HOMEM ANIMAL AMBIENTE E SAU","INSTITUTO ACHILES","AV FLAMBOYANTS","BARRA DA TIJUCA","21 25790895",-22.9884308,-43.3526773,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2438","CENTRO MEDICO BEIJING LTDA","INSTITUTO BEIJING DE ACUPUNTURA CHINESA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","24357314",-23.0011147,-43.3315866,"22","CONSULTORIO ISOLADO"
"2439","INSTITUTO BENJAMIN CONSTANT","INSTITUTO BENJAMIN CONSTANT","AV PASTEUR","URCA","34784426",-22.9523391,-43.1734617,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2440","BIOREVITTA CLINICA DE DERMATOLOGIA ESTETICA E FISIOTERAPIA","INSTITUTO BIOREVITTA","R COMANDANTE RUBENS SILVA","FREGUESIA","(21) 3473-6876",-22.9374777,-43.3372852,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2441","INSTITUTO DA PROSTATA LTDA","INSTITUTO DA PROSTATA","AVENIDA NOSSA SENHORA DE COPACABANA","COPACABANA","2159-8765",-22.9701417,-43.185867,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2442","INSTITUTO DE ANALISES CLINICAS BANGU","INSTITUTO DE ANALISES CLINICAS BANGU","AV. CONEGO DE VASCONCELOS","BANGU","021-2401-1783",-22.8796139,-43.4648784,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2443","INSTITUTO DE ANALISES CLINICAS BANGU","INSTITUTO DE ANALISES CLINICAS BANGU","AV. CONEGO DE VASCONCELOS","BANGU","21-3331-0557",-22.8778264,-43.4649239,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2444","INSTITUTO DE BIOLOGIA DO EXERCITO","INSTITUTO DE BIOLOGIA DO EXERCITO - IBEX","RUA FRANCISCO MANUEL","BENFICA","3890-2135",-22.8938784,-43.2415314,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2445","INSTITUTO DE CIRURGIA DO JOELHO LTDA","INSTITUTO DE CIRURGIA DO JOELHO","AVENIDA MARACANA","TIJUCA","79220880",-22.9287595,-43.2402542,"22","CONSULTORIO ISOLADO"
"2446","INSTITUTO DE DERMATOLOGIA E LASER DA BARRA DA TIJUCA","INSTITUTO DE DERMATOLOGIA E LASER DA BARRA DA TIJUCA","AV. DAS AMERICAS","BARRA DA TIJUCA","",-23.0004416,-43.3479202,"22","CONSULTORIO ISOLADO"
"2447","CLINICA DE DERMATOLOGIA TAMARA FERREIRA LTDA","INSTITUTO DE DERMATOLOGIA TAMARA FERREIRA","RUA CORONEL AGOSTINHO","CAMPO GRANDE","24129556",-22.9046795,-43.5595486,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2448","INSTITUTO DE DESENVOLVIMENTO DA PERSONALIDADE LTDA","INSTITUTO DE DESENVOLVIMENTO DA PERSONALIDADE","RUA CONDE DE IRAJA","BOTAFOGO","",-22.9565822,-43.1946795,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2449","NEUROLOGIA MEIRELES LTDA","INSTITUTO DE NEUROLOGIA MEIRELES","AV. DAS AMERICAS","BARRA DA TIJUCA","39720119",-22.999888,-43.3421566,"22","CONSULTORIO ISOLADO"
"2450","INSTITUTO DE NEUROLOGIA MEIRELES LTDA","INSTITUTO DE NEUROLOGIA MEIRELES","AV. GUILHERME MAXWELL","BONSUCESSO","39055448",-22.8642582,-43.2533238,"22","CONSULTORIO ISOLADO"
"2451","INSTITUTO DE OFTAMOLOGIA BRAZUNA LTDA","INSTITUTO DE OFTAMOLOGIA BRAZUNA","RUA BELTRAO","VILA VALQUEIRE","(21)3477-3404",-22.8854874,-43.3662317,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2452","INSTITUTO DE OFTAMOLOGIA FAXINAL","INSTITUTO DE OFTAMOLOGIA FAXINAL","RUA SENADOR DANTAS","CENTRO","2132812370",-22.9103645,-43.1773863,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2453","CLINICA DE OLHOS MILTON GHIZONI","INSTITUTO DE OLHOS","RUA CONDE DE BONFIM","TIJUCA","21 2596-0430",-22.9246438,-43.2334518,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2454","INSTITUTO DE OLHOS DR ROGERIO HORTA LTDA","INSTITUTO DE OLHOS DR ROGERIO HORTA IPANEMA","RUA GARCIA DAVILA","IPANEMA","2540-8000",-22.9846654,-43.2091595,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2455","INSTITUTO DE OLHOS DR ROGERIO HORTA LTDA","INSTITUTO DE OLHOS DR ROGERIO HORTA MEIER","RUA DIAS DA CRUZ","MEIER","25977800",-22.9027517,-43.2815386,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2456","INSTITUTO DE OLHOS IPANEMA SOCIEDADE SIMPLES LTDA","INSTITUTO DE OLHOS IPANEMA","AVENIDA ATAULFO DE PAIVA","LEBLON","25128949",-22.9838864,-43.2184188,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2457","CLINICA E MICROCIRURGIA OFTAMOLOGICA RENATO AMBROSIO LTDA","INSTITUTO DE OLHOS RENATO AMBROSIO","RUA CONDE DE BONFIM","TIJUCA","35533873 (CRISTIANE)",-22.9241792,-43.2282874,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2458","INSTITUTO DE OLHOS SANTA LUZIA LTDA","INSTITUTO DE OLHOS SANTA LUZIA","RUA CINTRA","PENHA","21 - 3888-4133",-22.8319843,-43.2802299,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2459","INSTITUTO DE OLHOS SAO SEBASTIAO DO RIO DE JANEIRO LTDA","INSTITUTO DE OLHOS SAO SEBASTIAO DO RIO DE JANEIRO","LARGO DO MACHADO","CATETE","2265-3098",-22.9306168,-43.1790666,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2460","INSTITUTO DE ONCOLOGIA KAPLAN RIO DE JANEIRO LTDA.","INSTITUTO DE ONCOLOGIA KAPLAN","RUA MAGE","PENHA CIRCULAR","21 21369689",-22.8343436,-43.2862474,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2461","INSTITUTO DE ORTOPEDIA E FISIATRIA LUBOMIR NESTOROV LTDA","INSTITUTO DE ORTOPEDIA E FISIATRIA LUBOMIR NESTOROV","RUA ARAUJO PORTO ALEGRE","CENTRO","22407128",-22.9083734,-43.1730696,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2462","INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA CUNHA MARTINS LTDA","INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA CUNHA MARTINS","AV ALFREDO BALTHAZAR DA SILVEIRA","RECREIO DOS BANDEIRANTES","22542019",-23.0107988,-43.4423273,"22","CONSULTORIO ISOLADO"
"2463","ORTRICAM SERVICOS ORTOPEDICOS LTDA","INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DE IRAJA","AV MONSENHOR FELIX","IRAJA","(21)33518618",-22.8450024,-43.3237449,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2464","INSTITUTO DE ORTOPEDIA E TRAUMATOLOG. DO RJ IORT/RJ-LTDA","INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DO RJ","RUA CONDE DE BONFIM","TIJUCA","3978-8025",-22.9249341,-43.2250726,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2465","INSTIT. DE ORTOP. E TRAUMATOLOG. DO RJ IORT/RJ LTDA","INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DO RJ - IORT/RJ","RUA MOURA BRITO","TIJUCA","",-22.9255326,-43.2272531,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2466","INSTITUTO DE PESQUISA E PROMOCAO DA SAUDE","INSTITUTO DE PESQUISA E PROMOCAO DA SAUDE - IPPS","AVENIDA SANTA CRUZ","REALENGO","021-24067760",-22.8776043,-43.4435989,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2467","INSTITUTO DE PSIQUIATRIA DA UFRJ IPUB","INSTITUTO DE PSIQUIATRIA DA UFRJ IPUB","AVENIDA VENCESLAU BRAS","BOTAFOGO","(21)38735507",-22.708372,-43.4574607,"7","HOSPITAL ESPECIALIZADO"
"2468","INSTITUTO DE RADIOLOGIA DE CAMPO GRANDE S/A","INSTITUTO DE RADIOLOGIA DE CAMPO GRANDE","AV. CESARIO DE MELO","CAMPO GRANDE","22203927",-22.9071668,-43.5613532,"39","UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)"
"2469","INSTITUTO DE SAUDE ORAL SC LTDA","INSTITUTO DE SAUDE ORAL","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","2124309172",-22.9994202,-43.3579828,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2470","INSTITUTO DO CORACAO E DA CRIANCA DO RIO DE JANEIRO LTDA","INSTITUTO DO CORACAO E DA CRIANCA DO RIO DE JANEIRO","RUA ANGELICA MOTA","OLARIA","21 24391994",-22.8452384,-43.2639241,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2471","INSTITUTO DO JOELHO E MEDICINA DO ESPORTE LTDA","INSTITUTO DO JOELHO E DO QUADRIL","AVN NOSSA SENHORA DE COPACABANA","COPACABANA","22352530",-22.9679917,-43.1830734,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2472","INTOR SERVICOS MEDICOS LTDA","INSTITUTO DO TORAX","RUA CARMELA DUTRA","TIJUCA","2125242937",-22.9216629,-43.2265917,"22","CONSULTORIO ISOLADO"
"2473","INSTITUTO DOS OLHOS DA TIJUCA LTDA","INSTITUTO DOS OLHOS DA TIJUCA","RUA DOUTOR PEREIRA DOS SANTOS","TIJUCA","",-22.9254977,-43.2334094,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2474","INSTITUTO DOUTOR FRANCISCO SPINOLA","INSTITUTO DOUTOR FRANCISCO SPINOLA","ESTRADA DO ENGENHO VELHO","TAQUARA","(21)24566731",-22.9133354,-43.3855256,"7","HOSPITAL ESPECIALIZADO"
"2475","INSTITUTO DE CIRURGIA DO APARELHO DIGESTIVO E OBESIDADE LTDA","INSTITUTO FABIO VIEGAS","RUA PAULO BARRETO","BOTAFOGO","22758402",-22.9546448,-43.1865872,"22","CONSULTORIO ISOLADO"
"2476","INSTITUTO FENIX SAUDE","INSTITUTO FENIX SAUDE","ESTRADA DO ENGENHO VELHO","TAQUARA","(21)24566733",-22.9133354,-43.3855256,"7","HOSPITAL ESPECIALIZADO"
"2477","INSTITUTO DE REABILITACAO E TERAPIA HOLISTICA LTDA","INSTITUTO M C BALBINO","RUA DOS TOPAZIOS","ROCHA MIRANDA","31858112",-22.8529528,-43.3497146,"22","CONSULTORIO ISOLADO"
"2478","INSTITUTO MIND CARE TERAPIAS INTEGRADAS LTDA","INSTITUTO MIND CARE","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","21 24875396",-23.000651,-43.3629552,"22","CONSULTORIO ISOLADO"
"2479","INSTITUTO NICOLAS HOMSI SERVICOS ODONTOLOGICOS S/S LTDA","INSTITUTO N. HOMSI","ESTRADA DO PORTELA","MADUREIRA","21 24501656",-22.8726776,-43.3389441,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2480","INSTITUTO ORTOPEDICO DA TIJUCA LTDA","INSTITUTO ORTOPEDICO DA TIJUCA","RUA DR PEREIRA DOS SANTOS","TIJUCA","25758911",-22.925621,-43.2335118,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2481","INSTITUTO OTORRINOLARINGOLOGICO DA BARRA LTDA","INSTITUTO OTORRINOLARINGOLOGICO DA BARRA","AVENIDA DAS AMERICAS","BARRA DA TIJUCA","31537860",-22.9997485,-43.3445755,"22","CONSULTORIO ISOLADO"
"2482","INSTITUTO PEDRO LUDOVICO","INSTITUTO PEDRO LUDOVICO","RUA SANTO AMARO","GLORIA","(21)3439-2089",-22.9221187,-43.1798095,"5","HOSPITAL GERAL"
"2483","INSTITUTO PROVISAO LTDA","INSTITUTO PROVISAO","AV DAS AMERCIAS","BARRA DA TIJUCA","(21)24963596",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2484","INSTITUTO SIDNEY QUINTAS S/S ME","INSTITUTO SIDNEY QUINTAS","AV. DAS AMERICAS","BARRA DA TIJUCA","24945279",-22.9998142,-43.3496509,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2485","INSTITUTO TERAPEUTICO CORPO E MENTE LTDA","INSTITUTO TERAPEUTICO CORPO E MENTE","PRACA SAENS PENA","TIJUCA","25674511",-22.9242678,-43.2319695,"22","CONSULTORIO ISOLADO"
"2486","INSUFLAR SERVICOS MEDICOS LTDA","INSUFLAR SERVICOS MEDICOS","RUA REAL GRANDEZA","BOTAFOGO","22663121",-22.9534218,-43.1933186,"22","CONSULTORIO ISOLADO"
"2487","INTEGRAL DIAGNOSTICO E TRATAMENTO LTDA","INTEGRAL DIAGNOSTICO E TRATAMENTO","RUA CANTILDA MACIEL","ABOLICAO","22699647",-22.8861276,-43.2990388,"22","CONSULTORIO ISOLADO"
"2488","INTENSIVE CARE SERVICOS MEDICOS HOSPITALARES LTDA","INTENSIVE CARE","RUA CAMATIA","FREGUESIA","(21) 25689944",-22.9261378,-43.3431917,"77","SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)"
"2489","INTERCLIN CLINICA MEDICA LTDA.","INTERCLIN CLINICA MEDICA","RUA SAO JANUARIO","IMPERIAL DE SAO CRISTOVAO","38606819",-22.898566,-43.225771,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2490","INTERCLINICA JARDIM BOTANICO SC LTDA","INTERCLINICA JARDIM BOTANICO","RUA JD BOTANICO","JARDIM BOTANICO","(21)2539-5531",-22.9604903,-43.2067947,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2491","INTERFEMINA SERVICOS MEDICOS LTDA","INTERFEMINA SERVICOS MEDICOS","ESTRADA DOS TRES RIOS","FREGUESIA","2425-9220",-22.939276,-43.341735,"22","CONSULTORIO ISOLADO"
"2492","INTERMEDICA SISTEMA DE SAUDE S.A.","INTERMEDICA SISTEMA DE SAUDE BOTAFOGO","RUA SOROCABA","BOTAFOGO","(21)3984-2919",-22.9556528,-43.1888658,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2493","INTERMEDICA SISTEMA DE SAUDE S.A.","INTERMEDICA SISTEMA DE SAUDE CAMPO GRANDE","ESTRADA DO CABUCU","CAMPO GRANDE","(21) 3984-2919",-22.9098672,-43.5488183,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2494","INTERMEDICA SISTEMA DE SAUDE S.A","INTERMEDICA SISTEMA DE SAUDE MADUREIRA","RUA DAGMAR DA FONSECA","MADUREIRA","(21)3984-2919",-22.872977,-43.3399097,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2495","ENDONEURO SERVICOS MEDICOS LTDA","INTERNEURO","AVENIDA ARMANDO LOMBARDI","BARRA DA TIJUCA","",-23.0071938,-43.3108517,"22","CONSULTORIO ISOLADO"
"2496","INTERODONTO SISTEMA DE SAUDE ODONTOLOGICA LTDA","INTERODONTO - FILIAL PIO X","PRACA PIO X","CENTRO","21-2202-2631",-22.9014253,-43.1777951,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2497","INTERODONTO SISTEMA DE SAUDE ODONTOLOGICA LTDA","INTERODONTO - FILIAL SAO CRISTOVAO","RUA SAO LUIZ GONZAGA","IMPERIAL DE SAO CRISTOVAO","21-3461-6406",-22.9000259,-43.2235763,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2498","INVESTIGACAO EM DERMATOLOGIA LTDA","INVESTIGACAO EM DERMATOLOGIA","RUA GENERAL ROCA","TIJUCA","(21)25699777",-22.9244714,-43.2336828,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2499","IOPS INSTITUTO DE OLHOS PRACA SECA LTDA ME","IOPS INSTITUTO DE OLHOS PRACA SECA","RUA BARONESA","PRACA SECA","2133500178",-22.896494,-43.3523019,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2500","INSTITUTO DE ORTOPEDIA DA BARRA - IORB LTDA","IORB","AV OLEGARIO MACIEL","BARRA DA TIJUCA","2493-8214",-23.0140437,-43.3053416,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2501","INSTITUTO DE OLHOS YACI BOTELHO LTDA","IOYB INSTITUTO DE OLHOS YACI BOTELHO","RUA CARDOSO DE MORAIS","BONSUCESSO","38684201",-22.8650153,-43.2547844,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"2502","IPANEMA CIRURGIA PLASTICA S/C LTDA.","IPANEMA CIRURGIA PLASTICA","AVENIDA EPITACIO PESSOA","LAGOA","2122597744",-22.9788335,-43.2000195,"22","CONSULTORIO ISOLADO"
"2503","CLINICA DR. EDSON PASSOS E MARIA EFIGENIA PASSOS LTDA","IPANEMA ENDOVIDEO","RUA VISCONDE DE PIRAJA","IPANEMA","25210495",-22.9842664,-43.2035154,"22","CONSULTORIO ISOLADO"
"2504","INSTITUTO CAMPOS DA PAZ DE EST E PESQ BIOMED LTDA","IPAZ INSTITUTO CAMPOS DA PAZ DE EST E PESQ BIOMED","AV N SRA DE COPACABANA","COPACABANA","(21)22562707",-22.9707856,-43.1864984,"36","CLINICA/CENTRO DE ESPECIALIDADE"
