CNES,Razão Social,Nome de Fantasia,Logradouro,Número,Complemento,Bairro,CEP,Telefone,lat,lon,Código Esfera Administrativa,Esfera Administrativa,Código Da Atividade,Atividade De Ensino,Código Da Natureza Organização,Natureza Da Organização,Tipo Da Unidade,Tipo De Estabelecimento
3061310,FIOCRUZ IOC LABORATORIO DE HANSENIASE,FIOCRUZ LAB. HANSENIASE,AV BRASIL,4365,PAV SOUZA ARAUJO,MANGUINHOS,21040360,(21)25984286,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,4,ADMINISTRACAO INDIRETA - FUNDACAO PUBLICA,36,CLINICA/CENTRO DE ESPECIALIDADE
4046544,FIOCRUZ IOC LABORATORIO DE HEPATITES VIRAIS,FIOCRUZ LAB. HEPATITES VIRAIS,AV BRASIL,4365,PAVILHAO HPP,MANGUINHOS,21040360,(21) 25621751,-22.8740293,-43.2440974,1,FEDERAL,4,UNIDADE SEM ATIVIDADE DE ENSINO,4,ADMINISTRACAO INDIRETA - FUNDACAO PUBLICA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6851924,FIOCRUZ LABORATORIO DE ENTEROBACTERIAS,FIOCRUZ LABORATORIO DE ENTEROBACTERIAS,AVENIDA BRASIL,4365,,MANGUINHOS,21040360,,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6851932,FIOCRUZ LABORATORIO DE ENTEROVIRUS,FIOCRUZ LABORATORIO DE ENTEROVIRUS,AVENIDA BRASIL,4365,,MANGUINHOS,21040360,,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7232535,FIOCRUZ LABORATORIO DE MALACOLOGIA,FIOCRUZ LABORATORIO DE MALACOLOGIA,AVENIDA BRASIL,4365,PAVILHAO ADOLFO LUTZ,MANGUINHOS,21040900,2562-1305,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6996620,FIOCRUZ LABORATORIO DE PESQUISA EM INFECCAO HOSPITALAR,FIOCRUZ LABORATORIO DE PESQUISA EM INFECCAO HOSPITALAR,AVENIDA BRASIL,4365,PAV. ROCHA LIMA 3 AN,MANGUINHOS,21040360,,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7232551,FIOCRUZ LABORATORIO DE SIMULIDEOS E ONCOCERCOSE,FIOCRUZ LABORATORIO DE SIMULIDEOS E ONCOCERCOSE,AVENIDA BRASIL,4365,PAVILHAO ROCHA LIMA,MANGUINHOS,21040900,2560-8607,-22.8740293,-43.2440974,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5456932,FIOCRUZ/ENSP/CENTRO DE SAUDE ESCOLA GERMANO SINVAL FARIA,FIOCRUZ/ENSP/CENTRO DE SAUDE ESCOLA GERMANO SINVAL FARIA,RUA LEOPOLDO BULHOES,1480,TERREO,MANGUINHOS,21041210,25982519,-22.8779142,-43.2513605,1,FEDERAL,3,UNIDADE AUXILIAR DE ENSINO,4,ADMINISTRACAO INDIRETA - FUNDACAO PUBLICA,2,CENTRO DE SAUDE/UNIDADE BASICA
2708353,FIOTEC INSTITUTO FERNANDES FIGUEIRA,FIOTEC IFF INSTITUTO FERNANDES FIGUEIRA,AV RUI BARBOSA,716,,FLAMENGO,22250020,(21)25536730,-22.9430208,-43.1747331,1,FEDERAL,5,HOSPITAL DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),7,HOSPITAL ESPECIALIZADO
6718345,FISER FISIOTERAPIA E SERVICOS DE REABILITACAO,FISER FISIOTERAPIA E REABILITACAO,RUA CAROLINA MACHADO,530,SALA 410,MADUREIRA,21351021,2124894127,-22.8750519,-43.3398948,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6411592,FISIAT FISIOTERAPIA E REABILITACAO LTDA.,FISIAT FISIOTERAPIA E REABILITACAO,RUA MOURA BRITO,105,PARTE,TIJUCA,20520060,,-22.9255326,-43.2272531,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6115020,FISIATRAS ASSOCIADOS MEDICINA DE REABILITACAO LTDA,FISIATRAS BARRA,AVENIDA DAS AMERICAS,3939,BLOCO 1 SALA 210,BARRA DA TIJUCA,22631003,33253175,-22.9998028,-43.3521612,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6115039,FISIATRAS ASSOCIADOS MEDICINA DE REABILITACAO LTDA,FISIATRAS TIJUCA,RUA SANTO AFONSO,110,SALA 501,TIJUCA,20511170,2565-8558,-22.9227443,-43.2321654,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6297315,FISICARE FISIOTERAPIA LTDA,FISICARE FISIOTERAPIA,AVENIDA RIO BRANCO,156,SALAS 1314 E 1315,CENTRO,20040003,22101147,-22.9059583,-43.1773198,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7136412,FISIO-CARE FISIOTERAPIA DOMICILIAR LTDA,FISIO CARE FISIOTERAPIA DOMICILIAR,RUA VOLUNTARIO DA PATRIA,266,APT 303,BOTAFOGO,22270010,2286 7995,-22.9537284,-43.1911032,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,77,SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)
6770800,FISIO CLINICA DO LEBLON LTDA.,FISIO CLINICA,R. VISCONDE DE PIRAJA,595,503,IPANEMA,22410003,21 22943092,-22.9836972,-43.2142111,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6797008,CLINICA NAZARIO R9 E PARTICIPACOES LTDA,FISIO R9,ESTRADA DO TINDIBA,1893,,TAQUARA,22740361,,-22.9246047,-43.3707821,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6975569,FISIO RESISTENCIA MUSCULAR E SAUDE LTDA ME,FISIO RM SAUDE,AV. NOSSA SENHORA DE COPACABANA,807,SALAS 1005 E 1006,COPACABANA,22050001,21 2255-3171,-22.9736584,-43.1884353,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7207670,F M V CLINICA DE FISIOTERAPIA E REABILITACAO LTDA ME,FISIO SAUDE CLINICA DE FISIOTERAPIA,RUA SENADOR CAMARA,74,CASA 01,SANTA CRUZ,23570160,23940433,-22.9156007,-43.6849654,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6140637,FISIOAR PNEUMOLOGISTAS ASSOCIADOS LTDA,FISIOAR PNEUMOLOGISTAS ASSOCIADOS,LARGO DO MACHADO,29,SALA 428,CATETE,22221020,22050634,-22.9306609,-43.1792954,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7250975,HTB PRESTADORA DE SERVICOS EM FISIOTERAPIA LTDA,FISIOART FISIOTERAPIA,RUA CARDOSO DE MORAIS,150,206,BONSUCESSO,21032000,22608911,-22.863104,-43.2538908,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7383169,FISIOBALANCE- FISIOTERAPIA,FISIOBALANCE- FISIOTERAPIA,AVENIDA DAS AMERICAS,16355,SL 304,RECREIO DOS BANDEIRANTES,22790703,21 24372440,-23.0160743,-43.5165725,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6672493,S/C CENTRO MEDICO FISIOTERAPICO DE BOTAFOGO LTDA,FISIOCENTER,RUA BAMBINA,95,,BOTAFOGO,22251050,22662794,-22.9466772,-43.1856484,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7312253,FISIOCERTA - CLINICA DE FISIOTERAPIA LTDA,FISIOCERTA - CLINICA DE FISIOTERAPIA,AVENIDA NOSSA SENHORA DE COPACABANA,540,508,COPACABANA,22020001,25486717,-22.9687826,-43.1842881,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5845025,FISIOCLIM IPANEMA FISIOTERAPIA E MEDICINA LTDA,FISIOCLIM IPANEMA FISIOTERAPIA E MEDICINA,R:VISCONDE DE PIRAJA,22,CONJ 201,IPANEMA,22410001,2287-8932,-22.9847082,-43.1959502,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3151077,FISIOCLIN CLINICA DE FISIOTERAPIA E REABILITACAO LTDA,FISIOCLIN CLINICA DE FISIOTERAPIA E REABILITACAO,RUA BATIRITE,14,SL 407,BONSUCESSO,21040310,(21)38684337,-22.8638315,-43.2538081,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3149668,FISIOCLIN ORTOPEDIA E REUMATOLOGIA SS LTDA,FISIOCLIN ORTOPEDIA E REUMATOLOGIA,RUA DA ASSEMBLEIA,40,2 E 3 ANDAR,CENTRO,20011000,(21)22227839,-22.9049134,-43.1760192,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6704549,CENTRO DE FISIOTERAPIA FISIOCYS LTDA,FISIOCYS,AV MONSENHOR FELIX,974,,IRAJA,21235110,21 3453-8389,-22.8368783,-43.3251396,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6636799,FISIODUQUE CLINICA DE FISIOTERAPIA LTDA,FISIODUQUE FISIOTERAPIA E FONOAUDIOLOGIA,RUA CAROLINA MACHADO,542,SALA 220,MADUREIRA,21351021,24897108,-22.8746729,-43.3401294,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7137745,CLINICA FISIOTERAPICA ESDRAS LTDA,FISIOESDRAS CLINICA FISIOTERAPICA ESDRAS,AV DAS AMERICAS,700,BL 08 LJ 304E,BARRA DA TIJUCA,22640100,(21)24952766,-23.0038509,-43.3217863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7126727,FISIOESTE SERVICOS DE FISIOTERAPIA EM GERAL LTDA,FISIOESTE,RUA MORA,274,,CAMPO GRANDE,23013620,21 33771601,-22.9025664,-43.5462159,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6975585,CLINICA DE FISIOTERAPIA DR. PAULO DUTRA LTDA.,FISIOFIT,RUA CONDE DE BONFIM,255,SALA 710,TIJUCA,20520051,38728617,-22.9237323,-43.2291281,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7316992,FISIOGUIO ASSISTENCIA FISIOTERAPEUTA LTDA ME,FISIOGUIO REABILITACAO EM SAUDE,RUA HADDOCK LOBO,369,SALA 609,TIJUCA,20260141,2234-3671,-22.9189315,-43.2146583,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6610129,FISIOLOGIC CLINICA DE FISIOTERAPIA EM TRAUMATO ORTOPEDIA,FISIOLOGIC CLINICA DE FISIOTERAPIA EM TRAUMATO ORTOPEDIA,ESTRADA DO PORTELA,99,SALA 611 E 612,MADUREIRA,21351051,21 7722 6498,-22.8726776,-43.3389441,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3207374,FISIOMASTER FISIOTERAPIA LTDA,FISIOMASTER,RUA FIRMINO FRAGOSO,144,,MADUREIRA,21351090,(21)30175789,-22.8720793,-43.3421245,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6996825,FISIOMAX SERVICOS DE SAUDE LTDA,FISIOMAX SERVICOS DE SAUDE,RUA ACRE,83,SALA 201,CENTRO,20081000,2181149234,-22.9004677,-43.1818295,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6155332,FISIOMEDIC FISIOTERAPIA E SERVICOS MEDICOS,FISIOMEDIC FISIOTERAPIA E SERVICOS MEDICOS,AVENIDA ALBERICO DINIZ,2179,,JD. SULACAP,21741110,(21)24525631,-22.8862204,-43.3948198,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6473083,CENTRO MEDICO E FISIOTERAPICO DA ILHA LTDA,FISIOMEDICAL CENTRO MEDICO E FISIOTERAPICO DA ILHA,RUA SARGENTO JOAO LOPES,740,CASA,ILHA DO GOVERNADOR,21931420,21 3367 4283,-22.8074885,-43.1964643,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,8,FUNDACAO PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7207700,FISIOMEVI FISIOTERAPIA LTDA,FISIOMEVI FISIOTERAPIA,RUA ENGENHEIRO LAFAYETTE STOCKLER,1069,,VILA DA PENHA,21221390,,-22.8407363,-43.3128451,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6880479,CLINICA DE FISIOTERAPIA E REABILITACAO FISIONAZAR LTDA ME,FISIONAZAR,RUA MEDEIROS E ALBUQUERQUE,45,,SANTA CRUZ,23570190,33131808,-22.9141235,-43.6855206,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6563937,FISIOPLANET SERVICOS DE FISIOTERAPIA,FISIOPLANET,RUA BIAS FORTES,53,,BONSUCESSO,21032070,213852-3468,-22.8632923,-43.2559559,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7251017,FISIOPLUS - FISIOTERAPIA E REABILITACAO LTDA-ME,FISIOPLUS FISIOTERAPIA E REABILITACAO,RUA CAROLINA MACHADO,530,SALAS 308 E 309,MADUREIRA,21351021,2124540927,-22.8750519,-43.3398948,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6744648,FISIOPRIME CLINICA DE FISIOTERAPIA LTDA,FISIOPRIME CLINICA DE FISIOTERAPIA,RUA AMARAL COSTA,374,,CAMPO GRANDE,23050260,2413-2099,-22.9042633,-43.5633786,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3178242,FISIORAIM FISIOTERAPIA LTDA,FISIORAIM,RUA BARAO DO FLAMENGO,32,6º ANDAR,FLAMENGO,22220080,25574747,-22.9329932,-43.1761217,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6597459,FISIOS SERVICOS DE FISIOTERAPIA LTDA,FISIOS SERVICOS DE FISIOTERAPIA,RUA DO CATETE,311,SALA 301,CATETE,22220001,21-25570648,-22.9314622,-43.1775954,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6314880,CROMF REABILITACAO ORAL LTDA ME,FISIOSUL REABILITACAO ORAL,AV. ISABEL,15,CASA 03,SANTA CRUZ,23510151,(21)3157-4929,-22.9198843,-43.6819605,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6547990,FISIOTERAPIA E REEQUILIBRIO CORPORAL LTDA,FISIOTERAPIA E REEQUILIBRIO CORPORAL,RUA ALMIRANTE CANDIDO BRASIL,120,,MARACANA,20511020,2570-8920,-22.9186922,-43.2357701,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7023898,FISIOGER TRAINING SERVICE LTDA,FISIOTRAINING,AV.BRUXELAS,134,SALA 306,BONSUCESSO,21041000,33611425,-22.8655606,-43.2525648,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6617816,FISIOTRAL - CENTRAL DE FISIATRIA E FISIOTERAPIA LTDA,FISIOTRAL - CENTRAL DE FISIATRIA E FISIOTERAPIA,AVENIDA RIO BRANCO,120,PAVIMENTO 10,CENTRO,20040001,21 2232-0980,-22.9045783,-43.1778501,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6796281,FISIOTRAL CENTRAL DE FISIATRIA E FISIOTERAPIA LTDA,FISIOTRAL CENTRAL DE FISIATRIA E FISIOTERAPIA,RUA VINTE E QUATRO DE MAIO,416,PARTE,RIACHUELO,20950090,2232-0980,-22.9021326,-43.2554184,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3132447,FISIOTRAT TRATAMENTO FISIOTERAPICO LTDA,FISIOTRAT TRATAMENTO FISIOTERAPICO,RUA ALCINDO GUANABARA,25,GRUPOS 302303304,CENTRO,20031130,(21)25247749,-22.9106472,-43.1769731,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3113159,FISIOTRAUMA FISIOTERAPIA E TRAUMATO ORTOPEDIA LTDA,FISIOTRAUAM FISIOTERAPIA E TRAUMATO ORTOPEDIA,RUA LUIZ BARBOSA,2,,VILA ISABEL,20560010,(21)24135601,-22.9182213,-43.2497399,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6636802,FISIOTRAUMA FISIOTERAPIA E TRAUMATO ORTOPEDIA LTDA.,FISIOTRAUMA,RUA FRANCISCO REAL,1879,,BANGU,21810031,2133372450,-22.8796271,-43.4633929,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3206963,LCR FISIOTERAPIA LTDA,FISIOTRIO,RUA LUCIDIO LAGO,126,SALA 202,MEIER,20780020,(21)22011943,-22.9010017,-43.2770795,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6704565,FISIQUALI TERAPIAL ALTERNATIVA LTDA,FISIQUALI,AVENIDA NOSSA SENHORA DE COPACABANA,664,PORT 4 SALA 307,COPACABANA,20050001,22556395,-22.9707856,-43.1864984,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5864836,FLAVIA GODINHO OFTALMOLOGIA LTDA,FLAVIA GODINHO OFTALMOLOGIA,AV NILO PECANHA,50,GRUPO 1915,CENTRO,20020906,2292-5019,-22.7869392,-43.3113939,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7339607,FLAVIA GUEDES PINTO DOMINGUES,FLAVIA GUEDES PINTO DOMINGUES,AV. DAS AMERICAS,700,B8 LJ 219 D LJ 219 E,BARRA DA TIJUCA,22640100,TEL: 2132-7720,-23.0038509,-43.3217863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,10,SERVICO SOCIAL AUTONOMO,22,CONSULTORIO ISOLADO
7229569,FLAVIA GUIMARAES FERNANDES,FLAVIA GUIMARAES FERNANDES,AVN ALFREDO BALTHAZAR SILVEIRA,580,LOJA 105 D,RECREIO DOS BANDEIRANTES,22790710,2498-6772,-23.0107988,-43.4423273,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7339453,FLAVIO CALDAS CAETANO,FLAVIO CALDAS CAETANO,AVENIDA MARIA TERESA,260,SALA 430 PAL 19275,CAMPO GRANDE,23050160,97594932,-22.9058631,-43.5656626,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3389901,FLAVIO DE CARVALHO ASSIST CARDIOLOGIA AMBULATORIAL,FLAVIO DE CARVALHO ASSIST CARDIOLOGIA AMBULATORIAL,RUA EUCLIDES FARIA,30,SALA 203,RAMOS,21060100,(21)22609830,-22.8544956,-43.2622626,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3122832,FLEURY S.A.,FLEURY S.A.,RUA DIAS FERREIRA,214,,LEBLON,22431050,32085710,-22.9843475,-43.2274818,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6636837,FLEXIBILE ATIVIDADES EM FISIOTERAPIA LTDA,FLEXIBILE FISIO,AV. PARIS,137,SALA 303,BONSUCESSO,21041020,32443232,-22.8644745,-43.2463717,4,PRIVADA,3,UNIDADE AUXILIAR DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6655114,FMV ODONTOLOGIA LTDA,FMV ODONTOLOGIA,AVENIDA DAS AMERICAS,16401,SALA 303,RECREIO DOS BANDEIRANTES,22790790,(21) 25674418,-23.016074,-43.5165735,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6919871,FOCO DOCUMENTACAO E RADIOLOGIA ORAL LTDA,FOCO DOCUMENTACAO E RADIOLOGIA ORAL,RUA URUGUAIANA,10,1306,CENTRO,20050090,2221-7496,-22.9042382,-43.1799268,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5520150,LENSEYE CENTRO DE LENTES DE CONTATO LTDA,FOCUS CLINICA E CIRURGIA DE OLHOS,AV. NILO PECANHA,50,SALAS 808 810 E 811,CENTRO,20020100,22409081,-22.7869392,-43.3113939,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5436095,RADIOLOGIA ORAL FOCUX,FOCUX RADIOLOGIA ORAL,AV. DAS AMERICAS,16150,LJ.121,RECREIO DOS BANDEIRANTES,22790704,21976721,-22.9701612,-43.6290281,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,8,FUNDACAO PRIVADA,22,CONSULTORIO ISOLADO
6140645,FOGEL SERVICOS MEDICOS LTDA,FOGEL SERVICOS MEDICOS,RUA VISCONDE DE PIRAJA,550550,SALA 608,IPANEMA,22410002,22395146,-22.9835429,-43.2131747,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7069561,FONO AUDIO LTDA,FONO AUDIO,AV. N. S. DE COPACABANA,788,SLS. 1001 A 1004,COPACABANA,22050001,22352547,-22.9728324,-43.1882239,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6683584,FONO CENTER DENISE GUAPYASSU LTDA EPP,FONO CENTER DENISE GUAPYASSU,AVENIDA DAS AMERICAS,4801,SALA 305,BARRA DA TIJUCA,22631004,24313767,-23.000281,-43.3615336,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6312713,FONO INN FONOAUDIOLOGIA CLINICA LTDA,FONO INN FONOAUDIOLOGIA CLINICA,AVENIDA NOSSA SENHORA DE COPACABANA,1066,SALA 1001,COPACABANA,22060002,22551175,-22.9785256,-43.19086,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3189856,FONO UP FONOAUDIOLOGIA LTDA,FONO UP FONOAUDIOLOGIA,EST DO GALEAO,1035,SALA 326,ILHA DO GOVERNADOR,21931000,,-22.8051194,-43.2013803,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6796389,FONOCLINIC FONOAUDIOLOGIA ESPECIALIZADA LTDA.,FONOCLINIC FONOAUDIOLOGIA ESPECIALIZADA,AV. ARMANDO LOMBARDI,1000,BL. 1 SALA 220,BARRA DA TIJUCA,22621000,2523-8948,-23.006141,-43.3148958,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
